Page,Pageviews,Unique Pageviews,Title,InclusiveDates,Scope,Avg. Time on Page,Entrances,% Exit
/index.php?p=collections/controlcard&id=2844&q=william+carleton,2,2,William Carleton Collection,1870- circa 1950,"Genealogical material on the Carleton family, research and inquiries regarding William Carleton, correspondence with William Carleton's two grandsons, and photos of the family homes and gravesites.  The correspondence mostly concerns donations of money and artifacts from the family to the college.",0:00:11,0,0.00%
/index.php?p=collections/controlcard&id=2845,2,2,William Harris Laird Papers,1889-1909,"Incomplete correspondence of the chairman of the Carleton Board of Trustees, primarily with presidents Strong, Sallmon, and Cowling, and treasurer Harlan W. Page.  Correspondence covers two presidential searches and includes frank expressions of opinion by faculty regarding candidates.  Arranged chronologically, with index to correspondents.",0:00:26,0,0.00%
/index.php?p=collections/controlcard&id=2845&q=william+laird,2,2,William Harris Laird Papers,1889-1909,"Incomplete correspondence of the chairman of the Carleton Board of Trustees, primarily with presidents Strong, Sallmon, and Cowling, and treasurer Harlan W. Page.  Correspondence covers two presidential searches and includes frank expressions of opinion by faculty regarding candidates.  Arranged chronologically, with index to correspondents.",0:02:20,0,50.00%
/index.php?p=collections/controlcard&id=2848&q=Women's+League+Cabin,5,2,Women's League Collection,1917-1969,"Women's League was the governance association for Carleton's East Side until 1970.  The record group contains constitutions and regulations; minutes of the League's council, cabinet, and court; annual reports and reports of the president and vice president; rosters; financial data; the papers of the Hours Committee (1965-69, re the extension of the hours when women could be outside of their dorm); freshmen week material; and documents regarding the Women's League Cabin.",0:00:13,0,0.00%
/index.php?p=collections/controlcard&id=2849&q=black+studies,4,2,"Dean of the College's Office Records (Gilman, Weatherford, Smith)",1960-1972,"The Dean of the College 1960-72 collection comprises the papers of Deans Gilman (1960-1965), Weatherford (1965-67) and Smith (1967-72).  The Dean's administrative duties in hiring and evaluating faculty and staff, in overseeing institutional grants, and in coordinating summer instructional programs, are well-represented in the record group.  Curriculum issues in general are prominent, especially in relation to Teacher Education and the development of Asian Studies; on the other hand, documents on the creation of the Women's Studies concentration are curiously absent.  Some documents pertaining to student issues, such as \Negro Affairs\"" and \""Dissent and Disruption\"" will be found here",0:00:33,0,0.00%
/index.php?p=collections/controlcard&id=2864,2,2,John Henry Gray Papers,circa 1912-1940,NULL,0:00:15,0,0.00%
/index.php?p=collections/controlcard&id=2868,4,2,Associate Dean of the College 2,1979-1989,"Records of the Associate Dean of the College 2 contain materials produced and amasssed during the operations of this Office.  Materials include committee minutes; correspondence; and other records related to academic advising, admissions, computing, the Library, the Media Center, budget, grants, campus life and activities, and more.",0:08:12,0,0.00%
/index.php?p=collections/controlcard&id=2883&q=physics+comps,3,2,Senior Comprehensive Project (Comps) Presentation Videos for Physics,2003-2013,"Video recordings of presentations on comps projects by physics students.
	Access to recordings listed here is restricted to Carleton faculty, staff and students. To obtain access, contact the Carleton Archives to request a copy.",0:01:31,0,0.00%
/index.php?p=collections/controlcard&id=2889&q=old+observatory,2,2,Publications (non-serial) and Reports,1856-2014,"Individual publications, reports, or other printed matter either created by Carleton, a Carleton employee, a Carleton alum or directly related to Carleton.",0:00:13,0,0.00%
/index.php?p=collections/controlcard&id=2896,2,2,Student Research Symposium and Celebration programs (aka Celebration of Student Scholarship and Artistic Production),NULL,NULL,0:00:14,0,0.00%
/index.php?p=collections/controlcard&id=2897,3,2,Carleton Academic Planner folders,NULL,NULL,0:00:24,0,33.33%
/index.php?p=collections/controlcard&id=2898,2,2,Carleton Writing Portfolio folders,NULL,NULL,0:00:13,0,0.00%
/index.php?p=collections/controlcard&id=2899,2,2,Chapel Schedule,NULL,NULL,0:08:59,0,0.00%
/index.php?p=collections/controlcard&id=2900,2,2,Midwest Collegiate Athletic Conference,1923; 1963-1969; 1976,"The papers of Carleton's representative to the Midwest Collegiate Athletic Conference, 1963-69, plus additional conference meeting minutes and information booklets.  Much of the original collection was comprised of newsletters from the NCAA, which were discarded.  What remained was organized into four series.  The Correspondence series is composed primarily of routine communication with the MCAC, although there is some interesting material on a proposed NCAA minimum grade-point for player eligibility, on student scholarships, on athletic recruitment policies, and on the debate over freshmen eligibility.  The second series is MCAC Minutes.  These, too, are largely routine, but include discussion of the introduction of women's varsity sports, eligibility guidelines, and recruitment.  The third series is composed of the MCAC Guide to Athletic Conduct, a history of the organization (1963), and two printed constitutions.  The fourth series comprises 10 years of MCAC Information Booklets for Press and Radio.  The final series is a Miscellaneous folder containing eligibility (i.e., grade-point) information about Carleton students.  This folder is not available to researchers except under certain conditions.
	Much additional material, including correspondence relating to the formation of the Conference and the later dropping of Beloit College from the Conference, may be found in the President's Office files.",0:08:24,0,0.00%
/index.php?p=collections/controlcard&id=2900&q=mcac,2,2,Midwest Collegiate Athletic Conference,1923; 1963-1969; 1976,"The papers of Carleton's representative to the Midwest Collegiate Athletic Conference, 1963-69, plus additional conference meeting minutes and information booklets.  Much of the original collection was comprised of newsletters from the NCAA, which were discarded.  What remained was organized into four series.  The Correspondence series is composed primarily of routine communication with the MCAC, although there is some interesting material on a proposed NCAA minimum grade-point for player eligibility, on student scholarships, on athletic recruitment policies, and on the debate over freshmen eligibility.  The second series is MCAC Minutes.  These, too, are largely routine, but include discussion of the introduction of women's varsity sports, eligibility guidelines, and recruitment.  The third series is composed of the MCAC Guide to Athletic Conduct, a history of the organization (1963), and two printed constitutions.  The fourth series comprises 10 years of MCAC Information Booklets for Press and Radio.  The final series is a Miscellaneous folder containing eligibility (i.e., grade-point) information about Carleton students.  This folder is not available to researchers except under certain conditions.
	Much additional material, including correspondence relating to the formation of the Conference and the later dropping of Beloit College from the Conference, may be found in the President's Office files.",0:09:59,0,0.00%
/index.php?p=collections/controlcard&id=2910,3,2,Development,1920-1981,"Records of capital campaigns and other fundraising efforts by the Development Office. Examples of records include:
	Reports
	Capital Campaigns
	-Carleton Development Program (CDP)
	-Second Century Campaign
	-The Carleton Experience: An Investment in Leadership
	-Campaign of the 80s
	Annual Giving
	-Alumni/Parent Funds",0:00:06,0,0.00%
/index.php?p=collections/controlcard&id=2911,3,2,Alumni Association,1878-1981,"Records of Alumni Associations for Carleton College.  Examples include:
	Governance documents
	Event Planning
	Information on specific clubs or chapters
	Membership lists
	Committees
	Elections",0:02:05,0,0.00%
/index.php?p=collections/controlcard&id=2912,3,2,Outside Associations,1914-1975,"Records from the Development Office of contact with outside organizations.  Some include:
	American Alumni Council (AAC)
	American Universities Field Staff
	Associated Colleges of the Midwest (ACM)
	Minnesota Private College Council
	Midwest Colleges Office",0:01:07,0,0.00%
/index.php?p=collections/controlcard&id=2922&q=student+records,4,2,Students,1946-1975,"Records from the Development Office of Carleton student information and organizations. Example organizations include:
	-Departmental and Honor, such as Mortar Board
	-Special Interest and Music, such as MPIRG and Carleton Knights
	-Publications and Communications, such as KARL Radio
	-Sports, such as Rugby and Ski Club
	-Student Government, such as CSA",0:00:12,0,0.00%
/index.php?p=collections/controlcard&id=2924,2,2,Property and Equipment,1928-1975,"Records from the Development Office related to property and equipment. Sample records relate to the following buildings:
	-Boliou Art Hall
	-Library
	-Sayles Hill
	-Severance Hall
	Additional records include:
	-Consultant Reports",0:01:18,0,0.00%
/index.php?p=collections/controlcard&id=2930,3,2,Treasurer's Office Correspondence,1931-1963,"Correspondence between the Treasurer's Office and various institutions and individuals including investment banks, the Board of Trustees, faculty, mortgage companies, the college president, other college administrators.",0:00:30,0,0.00%
/index.php?p=collections/controlcard&id=2935,2,2,Freshman Handbook of the Men's League of Carleton College,1937-1965,"Annual Handbook for incoming Freshmen men at Carleton College. This handbook was written by the Men's League of Carleton College and designed to convey an overall picture of the social, religious, cultural, and academic environment and traditions of the campus. The 1936 edition is authored by the Carleton Student Association.",0:00:22,0,0.00%
/index.php?p=collections/controlcard&id=2945,2,2,The DL Sports Magazine,NULL,Professional and college sports commentary magazine.,0:00:00,0,100.00%
/index.php?p=collections/controlcard&id=2948&q=may+fete,2,2,Horse Show Posters,1925-1951, Two Carleton Horse Show posters for the years 1945 and 1947.,0:00:13,0,50.00%
/index.php?p=collections/controlcard&id=299&q=persons,2,2,"Firms and Persons Doing Business With Carleton, Annual Statement of",NULL,Serial publication produced by or at Carleton College.,0:01:18,0,0.00%
/index.php?p=collections/controlcard&id=361,2,2,Sexual Harassment/Assault Reported Complaints/Title IX Report,NULL,Serial publication produced by or at Carleton College.,0:00:20,1,0.00%
/index.php?p=collections/controlcard&id=367&q=general+information,2,2,"Carleton College General Information Brochures and Booklets (various titles, including At a Glance)",NULL,Serial publication produced by or at Carleton College.,0:01:54,0,0.00%
/index.php?p=collections/controlcard&id=379&q=chapel,4,2,Chapel News / The Skinner Memo  (aka 'Faith Matters'),NULL,Serial publication produced by or at Carleton College.,0:03:39,0,0.00%
/index.php?p=collections/controlcard&id=379&q=skinner+memo,2,2,Chapel News / The Skinner Memo  (aka 'Faith Matters'),NULL,Serial publication produced by or at Carleton College.,0:02:26,0,0.00%
/index.php?p=collections/controlcard&id=396&q=ltc,2,2,LTC [Learning and Teaching Center] Brochures and Fliers,NULL,Serial publication produced by or at Carleton College.,0:16:28,0,50.00%
/index.php?p=collections/controlcard&id=50&q=Ethel+Ackerman,3,2,"Photographic Prints -- General, by Year",1909/10 to present,NULL,0:00:40,0,33.33%
/index.php?p=collections/controlcard&id=50&q=martha+a.+king,3,2,"Photographic Prints -- General, by Year",1909/10 to present,NULL,0:01:00,0,0.00%
/index.php?p=collections/controlcard&id=50&q=women's+league+cabin,3,2,"Photographic Prints -- General, by Year",1909/10 to present,NULL,0:00:04,0,0.00%
/index.php?p=collections/controlcard&id=79&q=women's+league+cabin,2,2,"Photographic Prints -- General, by Era",1909/10 to present,NULL,0:00:03,0,0.00%
/index.php?p=collections/controlcard&id=82&q=american+house,2,2,Photographic Prints --  Special (pre-1909/10 and oversized),NULL,The oldest photographs in the Carleton Archives as well as oversized photos from the entire history of the college.,0:00:10,0,0.00%
/index.php?p=collections/controlcard&id=82&q=laird+grandstand,2,2,Photographic Prints --  Special (pre-1909/10 and oversized),NULL,The oldest photographs in the Carleton Archives as well as oversized photos from the entire history of the college.,0:00:12,0,0.00%
/index.php?p=collections/controlcard&id=82&q=margret+thompson,2,2,Photographic Prints --  Special (pre-1909/10 and oversized),NULL,The oldest photographs in the Carleton Archives as well as oversized photos from the entire history of the college.,0:00:16,0,0.00%
/index.php?p=collections/controlcard&id=82&q=old+observatory,2,2,Photographic Prints --  Special (pre-1909/10 and oversized),NULL,The oldest photographs in the Carleton Archives as well as oversized photos from the entire history of the college.,0:00:09,0,0.00%
/index.php?p=collections/controlcard&id=82&q=sivaslian,2,2,Photographic Prints --  Special (pre-1909/10 and oversized),NULL,The oldest photographs in the Carleton Archives as well as oversized photos from the entire history of the college.,0:00:16,0,50.00%
/index.php?p=collections/controlcard&id=84&q=black+studies,3,2,Associate Dean of the College 1,1960-1972,"Records of the Associate Dean of the College 1 contain materials produced and amasssed during the operations of this Office.  Materials include committee minutes; correspondence; and information related to admissions, placement, curriculum, minority students, and campus life and activities.",0:00:14,0,0.00%
/index.php?p=collections/controlcard&id=88,2,2,Associate Dean of the College 1,2002-,"Records of the Associate Dean of the College 1 contain materials produced and amasssed during the operations of this Office.  Materials include committee minutes; correspondence; chronological files; and information related to academic advising, academic placement, curriculum, educational policy, fellowships and scholarships, campus life and activities, and more.",0:00:09,0,0.00%
/index.php?p=collections/controlcard&id=91&q=bardwell+smith,4,2,Bardwell L. Smith Papers,1955-2009,NULL,0:01:19,0,0.00%
/index.php?p=collections/controlcard&id=93,2,2,"Photographs, internegative positive film",1990-2003,NULL,0:00:19,0,0.00%
/index.php?p=collections/controlcard&id=94,2,2,Annual Academic Catalogs,1868-2008,"Catalogs of all courses taught at Carleton College as well as other academic information about the college.
	Depending on the period of publication, can include:
	- Academic calendars.
	- Directory information on faculty, staff and departments
	- Program and academic departmental descriptions.
	- Rules, regulations, guidelines of the college.
	- Requirements for admission and graduation.
	- Extra curricular activities such as clubs and athletics.
	- Health services.
	Set #1 consists of the following:
	    1      Jul 1868            The First Annual Catalogue of Northfield College
	    2      Jun 1869           The Second Annual Catalogue of Northfield College
	    3      Jun 1870           The Third Annual Catalogue of Northfield College
	    4      [1871]   The Fourth Annual Catalogue of Carleton College
	    5      Dec 1872          Fifth Annual Catalogue of the Officers and Students of Carleton College
	    6      [1873]   Annual Catalogue [...], For the Academic Year 1872-73
	    7      Jun 1874           Annual Catalogue [...], For the Academic Year 1873-74
	    8      Jun 1875           Annual Catalogue [...], For the Academic Year 1874-75
	    9      Jun 1876           Annual Catalogue [...], For the Academic Year 1875-6
	  10       May 1877          Annual Catalogue [...], For the Academic Year 1876-7
	  11       Jun 1878           Annual Catalogue [...], For the Academic Year 1877-8
	  12       Jun 1879           Annual Catalogue [...], For the Academic Year 1878-9
	  13       Jun 1880           Annual Catalogue [...], For the Academic Year 1879-80
	  14       Jun 1881           Annual Catalogue [...], For the Academic Year 1880-81
	  15       May 1882          Annual Catalogue [...], For the Academic Year 1881-82
	  16       May 1883          Annual Catalogue [...], For the Academic Year 1882-83
	  17       Jun 1884           Annual Catalogue [...], For the Academic Year 1883-84
	  18       May 1885          Annual Catalogue [...], For the Academic Year 1884-85
	  19       May 1886          Annual Catalogue [...], For the Academic Year 1885-86
	  20       Apr 1887           Annual Catalogue [...], For the Academic Year 1886-87
	  21       Apr 1888           Annual Catalogue [...], For the Academic Year 1887-88
	  22       Apr 1889           Annual Catalogue [...], For the Academic Year 1888-89
	  23       May 1890          Annual Catalogue [...], For the Academic Year 1889-90
	  24       May 1891          Catalogue of Carleton College For the Academic Year 1890-91. With Announcements for the Year 1891-92.
	  25       May 1892          Catalogue [...] 1891-92.  With Announcements [...] 1892-93.
	  26       May 1893          Catalogue [...] 1892-93.  With Announcements [...] 1893-94.
	  27       May 1894          Catalogue [...] 1893-94.  With Announcements [...] 1894-95.
	  28       Apr 1895           Catalogue [...] 1894-95.  With Announcements [...] 1895-96.
	  29       [1896]   Catalogue [...] Ending June, 1896.  With Announcements [...] 1896-97.
	  30       Jan 1897           Carleton College.  Information and Announcements.
	  30       [1897]   Catalogue of Carleton College For the Academic Year 1896-97. With Announcements for the Year 1897-98.
	  31       [1898]   Catalogue [...] 1897-98.  With Announcements [...] 1898-99.
	  32       May 1899          Catalogue [...] 1898-99.  With Announcements [...] 1899-1900.
	  33       Apr 1900           Catalogue [...] 1899-1900.  With Announcements [...] 1900-1901.
	  34       Apr 1901           Catalogue [...] 1900-1901.  With Announcements [...] 1901-1902.
	  35       Apr 1902           Catalogue [...] 1901-1902 / With Announcements [...] 1902-1903
	  36       Apr 1903           Catalogue [...] 1902-1903 / With Announcements [...] 1903-1904
	  37       Apr 1904           Catalog [...] 1903-1904 / With Announcements [...] 1904-1905
	  38       Mar 1905           Catalog [...] 1904-1905 / With Announcements [...] 1905-1906
	  39       Mar 1906           Catalog [...] 1905-1906 / With Announcements [...] 1906-1907
	  40       Mar 1907           Catalog [...] 1906-1907 / With Announcements [...] 1907-1908
	  41       Mar 1908           Catalog [...] 1907-1908 / With Announcements [...] 1908-1909
	  42       Mar 1909           Catalog [...] 1908-1909 / With Announcements [...] 1909-1910
	  43       Mar 1910           Catalogue Carleton College [...] 1909-1910 / With Announcements [...] 1910-1911
	  44       Mar 1911           Catalogue [...] 1910-1911 / With Announcements [...] 1911-1912
	  45       Mar 1912           Catalogue [...] 1911-1912 / With Announcements [...] 1912-1913
	  46       Mar 1913           Catalogue [...] 1912-1913 / With Announcements [...] 1913-1914
	  47       Mar 1914           Forty-Seventh Annual Catalogue of Carleton College / For the Academic Year 1913-                                             1914
	            Apr 1914           Announcement of the Courses Offered in 1914-15  (Bulletin Vol. X, No. 3--Extra)
	  48       Mar 1915           Forty-Eighth Annual Catalogue of Carleton College / For the Academic Year 1914-1915
	            Mar 1915           Announcement of the Courses Offered in 1915-16  (Bulletin Vol. XI, No. 3--Extra)
	  49       Mar 1916           Forty-Ninth Annual Catalog of Carleton College / For the Academic Year 1915-1916
	            Mar 1916           Announcement of the Courses Offered in 1916-17  (Bulletin Vol. XII, No. 3--Extra)
	  50       Mar 1917           Fiftieth Annual Catalog of Carleton College / For the Academic Year 1916-1917
	  51       Mar 1918           Fifty-first [...] 1917-1918
	  52       Mar 1919           Fifty-Second [...] 1918-1919
	  53       Mar 1920           Fifty-Third [...] 1919-1920
	  54       Mar 1921           Fifty-Fourth Annual Catalog of Carleton College / A Record of the Work Done in the Academic Year 1920-1921, Together with Announcements for 1921-1922
	  55       Mar 1922           Fifty Fifth Annual Catalog of Carleton College / A Record of the Academic Year 1921-1922 with Announcements for 1922-1923
	  56       Mar 1923           Fifty-Sixth [...] 1922-1923 with Announcements for 1923-1924
	  57       Mar 1924           Fifty-Seventh [...] 1923-1924 with Announcements for 1924-1925
	  58       Mar 1925           Fifty-Eighth [...] 1924-1925 with Announcements for 1925-1926
	  59       [1926]   Fifty-Ninth [...] 1925-1926 with Announcements for 1926-1927
	  60       [1927]   Sixtieth [...] 1926-1927 with Announcements for 1927-1928
	  61       [1928]   Sixty-First [...] 1927-1928 with Announcements for 1928-1929
	  62       [1929]   Carleton College Bulletin / Sixty-Second Annual Catalog Number / A Record of the Academic Year 1928-1929 with Announcements for the Year 1929-1930
	  63       Mar 1930           Carleton [...] / Sixty-Third [...] 1929-1930 with Announcements [...] 1930-1931
	  64       Mar 1931           Carleton [...] / Sixty-Fourth [...] 1930-1931 with Announcements [...] 1931-1932
	  65       Mar 1932           Carleton [...] / Sixty-Fifth [...] 1931-1932 with Announcements [...] 1932-1933
	  66       Mar 1933           Carleton [...] / Sixty-Sixth [...] 1932-1933 with Announcements [...] 1933-1934
	  67       Mar 1934           Carleton [...] / Sixty-Seventh [...] 1933-1934 with Announcements [...] 1934-1935
	  68       Mar 1935           Carleton [...] / Sixty-Eighth [...] 1934-1935 with Announcements [...] 1935-1936
	  69       Mar 1936           Carleton [...] / Sixty-Ninth [...] 1935-1936 with Announcements [...] 1936-1937
	  70       Mar 1937           Carleton [...] / Seventieth [...] 1936-1937 with Announcements [...] 1937-1938
	  71       Mar 1938           Carleton [...] / Seventy-First [...] 1937-1938 with Announcements [...] 1938-1939
	  72       Mar 1939           Carleton [...] / Seventy-Second [...] 1938-1939 with Announcements [...] 1939-1940
	  73       Mar 1940           Carleton [...] / Seventy-Third [...] 1939-1940 with Announcements [...] 1940-1941
	  74       Mar 1941           Carleton [...] / Seventy-Fourth [...] 1940-1941 with Announcements [...] 1941-1942
	  75       Mar 1942           Carleton [...] / Seventy-Fifth Annual Catalog Number
	  76       Mar 1943           Carleton [...] / Seventy-Sixth Annual Catalog Number
	  77       Mar 1944           Carleton [...] / Seventy-Seventh Annual Catalog Number
	  78       Mar 1945           Carleton [...] / Seventy-Eighth Annual Catalog Number
	  79       Mar 1946           Carleton [...] / Seventy-Ninth Annual Catalog Number
	  80       Mar 1947           Carleton [...] / Eightieth Annual Catalog Number
	  81       Mar 1948           Carleton [...] / Eighty-First Annual Catalog Number
	  82       Mar 1949           Carleton [...] / Eighty-Second Annual Catalog Number
	  83       Mar 1950           Carleton [...] / Eighty-Third Annual Catalog Number
	  84       Mar 1951           Carleton [...] / Eighty-Fourth Annual Catalog Number
	  85       Mar 1952           Carleton [...] / Eighty-Fifth Annual Catalog Number
	  86       Mar 1953           Carleton [...] / Eighty-Sixth Annual Catalog Number
	  87       Mar 1954           Carleton [...] / Eighty-Seventh Annual Catalog Number
	  88       Mar 1955           Carleton [...] / Eighty-Eighth Annual Catalog Number
	  89       Mar 1956           Carleton [...] / Eighty-Ninth Annual Catalog Number
	  90       Mar 1957           Carleton [...] / Ninetieth Annual Catalog Number
	  91       Mar 1958           Carleton [...] / Ninety-First Annual Catalog Number
	  92       Mar 1959           Carleton [...] / Ninety-Second Annual Catalog Number
	  93       Mar 1960           Carleton [...] / Ninety-Third Annual Catalog Number
	  94       Mar 1961           Carleton [...] / Ninety-Fourth Annual Catalog Number
	            Mar 1961           Carleton [...] / Ninety-Fourth Annual Catalog Number (Special Edition)
	  95       Mar 1962           Carleton [...] / Ninety-Fifth Annual Catalog Number
	  96       Mar 1963           Carleton [...] / Ninety-Sixth Annual Catalog Number
	  97       Mar 1964           Carleton College Catalog / Ninety-Seventh Annual Catalog Number
	  98       Mar 1965           Carleton College Catalog / Ninety-Eighth Annual Edition
	  99       Mar 1966           Carleton College Catalog / Ninety-Ninth Annual Edition
	100       Mar 1967           One Hundredth Annual Edition of the Carleton College Catalog
	101       Jun 1968           One Hundred and First [...]  (A record of the academic year 1967-68)
	102       Jul 1968            One Hundred and Second [...]  (Information on the college year 1968-69)
	103       Jul 1969            One Hundred and Third [...]
	104       Jul 1970            [Supplement to the 1969 edition of the Carleton Catalog]
	105       Aug 1971          Carleton College Catalog / One Hundred and Fifth Annual Edition
	106       Aug 1972          Carleton College Catalog / One Hundred and Sixth Annual Edition
	107       Aug 1973          Carleton College Catalog / One Hundred and Seventh Annual Edition
	108       Aug 1974          Carleton College Catalog / One Hundred and Eighth Annual Edition
	109       Aug 1975          Carleton College Catalog / One Hundred and Ninth Annual Edition
	110       Aug 1976          Carleton College Catalog / One Hundred and Tenth Annual Edition
	111       Aug 1977          Carleton College Catalog / One Hundred and Eleventh Annual Edition
	112       Sep 1978          Carleton College Academic Catalog 1978-79 (112th Annual Edition)
	113       Aug 1979          Carleton College Academic Catalog 1979-80 (113th Annual Edition)
	114       1980                 Carleton College Academic Catalog 1980-81
	115       1981                 Carleton College Academic Catalog 1981-82
	116       1982                 Carleton College Academic Catalog 1982-83
	117       1983                 Carleton College Academic Catalog 1983-84
	118       1984                 Carleton College Academic Catalog 1984-85
	119       1985                 Carleton College Academic Catalog 1985-86
	120       1986                 Carleton College Academic Catalog 1986-87
	121       1987                 Carleton College Academic Catalog 1987-88
	122       1988                 Carleton College Academic Catalog 1988-89
	123       1989                 Carleton College Academic Catalog 1989-90
	124       1990                 Carleton College Academic Catalog 1990-91
	125       1991                 Carleton College Academic Catalog 1991-92
	126       1992                 Carleton College Academic Catalog 1992-93
	127       1993                 Carleton College Academic Catalog 1993-94
	128       1994                 Carleton College Academic Catalog 1994-95
	129       1995                 Carleton College Academic Catalog 1995-96
	130       1996                 Carleton College Academic Catalog 1996-97
	131       1997                 Carleton College Academic Catalog 1997-98
	132       1998                 Carleton College Academic Catalog 1998-99
	133       1999                 Carleton College Academic Catalog 1999-00
	134       2000                 Carleton College Academic Catalog 2000-01
	135       2001                 Carleton College Academic Catalog 2001-02
	136       2002                 Carleton College Academic Catalog 2002-03
	137       2003                 Carleton College Academic Catalog 2003-04
	138       2004                 Carleton College Academic Catalog 2004-05
	139       2005                 Carleton College Academic Catalog 2005-06
	140       2006                 Carleton College Academic Catalog 2006-07
	141       2007                 Carleton College Academic Catalog 2007-08
	142       2008                 Carleton College Academic Catalog 2008-09
	(#s 1-3, and 7 are located only in bound volume \1868-1892\"")",0:00:28,0,50.00%
