Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
"/index.php?p=core/search&q=""Group+plan""&content=1",8,1,0:00:24,0,0.00%,12.50%,$0.00 
"/index.php?p=core/search&q=""group+plan""&content=1",2,2,0:06:30,1,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""higher+education+coordinating""&content=1",3,1,0:05:38,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""japanese+american""&content=1",2,1,0:00:07,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""john+wilson""&content=1",2,1,0:00:56,0,0.00%,50.00%,$0.00 
"/index.php?p=core/search&q=""language+associate""&content=1",2,1,0:00:09,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""learning+and+teaching+center""+dean&content=1",2,1,0:00:07,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""mark+twain""&content=1",2,1,0:00:19,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""Methodist+Church""&content=1",3,1,0:00:07,0,0.00%,33.33%,$0.00 
"/index.php?p=core/search&q=""neil+evans""&content=1",2,2,0:03:33,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""North+group""&content=1",3,1,0:00:19,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""parish+house""&content=1",4,1,0:00:09,1,0.00%,25.00%,$0.00 
"/index.php?p=core/search&q=""Parish+House""&content=1",2,1,0:00:39,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""program+files""&content=1",2,1,0:05:05,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""religious+activities""&content=1",3,1,0:00:52,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""religious+affairs""&content=1",9,1,0:00:36,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""social+service+board""&content=1",2,1,0:00:58,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""strong's+house""&content=1",3,2,0:00:14,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""strong+house""&content=1",3,3,0:02:49,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""student+affairs""+committee+report&content=1",2,1,0:00:05,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""student+affairs""+external&content=1",2,1,0:00:04,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""Student+Fee""+&content=1",2,1,0:00:04,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""Student+Fees""+&content=1",2,1,0:00:03,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""Wayne+Carver""&content=1",6,1,0:00:28,0,0.00%,16.67%,$0.00 
"/index.php?p=core/search&q=""what+does+it+take""&content=1",3,1,0:00:03,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=""year+in+review""&content=1",2,2,0:00:07,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=+ Postcards&content=1,2,1,0:00:18,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=+cabin&content=1,3,1,0:00:36,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=+Conference+Reservations&content=1,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=+Japanese+Festival+of+the+Arts&content=1,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=+krause&content=1,2,1,0:00:38,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=+pressendo&content=1,2,1,0:01:28,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=+xx&content=1,3,2,0:06:42,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=</span&content=1,5,1,0:01:17,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=08-21-14&content=1,2,1,0:00:10,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=08+22+2014&content=1,3,1,0:00:09,0,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=1:+Ceremony+2:+Masire+Citation,+Award,+Response&content=1",2,2,0:04:01,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1:+The+Schiller+Exchange+2:+1996+Senior+Class+Video&content=1,4,2,0:00:47,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=12323&content=1,3,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=12588&content=1,2,2,0:00:39,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=12615&content=1,4,3,0:00:19,0,0.00%,25.00%,$0.00 
/index.php?p=core/search&q=12639&content=1,2,2,0:00:34,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=12648&content=1,4,2,0:00:28,0,0.00%,25.00%,$0.00 
/index.php?p=core/search&q=12651&content=1,2,2,0:00:30,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=12656&content=1,2,2,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=12661&content=1,6,4,0:02:16,0,0.00%,16.67%,$0.00 
/index.php?p=core/search&q=12664&content=1,2,2,0:00:28,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=12668&content=1,2,2,0:00:27,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=15051&content=1,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=156294&content=1,2,1,0:00:55,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=157607&content=1,2,1,0:05:11,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=157943&content=1,2,1,0:01:27,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=158047&content=1,2,1,0:00:57,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=158083&content=1,2,1,0:00:52,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=158091&content=1,2,1,0:10:21,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=158163&content=1,2,1,0:11:01,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=158189&content=1,2,2,0:12:16,1,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=158191&content=1,2,2,0:00:26,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=158193&content=1,3,2,0:08:47,1,0.00%,33.33%,$0.00 
/index.php?p=core/search&q=158249&content=1,2,1,0:10:40,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=158259&content=1,2,1,0:02:01,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=158263&content=1,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/index.php?p=core/search&q=158264&content=1,2,1,0:00:32,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=15901&content=1,2,1,0:01:51,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=159662&content=1,2,1,0:02:48,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=159683&content=1,2,1,0:09:34,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=159703&content=1,2,1,0:00:50,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=16174&content=1,3,1,0:01:07,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1891&content=1,2,1,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1899&content=1,2,1,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1922&content=1,2,1,0:00:15,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=1942&content=1,2,1,0:10:46,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1943&content=1,2,1,0:00:53,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1966+celebration&content=1,3,1,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1975&content=1,2,2,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1976&content=1,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1978&content=1,2,1,0:00:12,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=1981&content=1,2,2,0:08:46,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1989-06-14&content=1,2,2,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1990-06-15&content=1,13,4,0:00:21,0,0.00%,7.69%,$0.00 
/index.php?p=core/search&q=1991-07-08&content=1,7,6,0:00:14,0,0.00%,14.29%,$0.00 
/index.php?p=core/search&q=1991&content=1,2,1,0:00:17,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1992-10-01&content=1,2,1,0:00:14,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1994-06-1&content=1,4,1,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1994-06-14&content=1,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1995-11&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1998-09-07&content=1,3,3,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=1999-06-24&content=1,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2000-06-01&content=1,3,2,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2000-06-27&content=1,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2000-07-14&content=1,2,1,0:00:09,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2000-11-21&content=1,3,3,0:00:02,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2001-07-09&content=1,2,1,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2001-07-15&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2001-10-11&content=1,2,2,0:00:04,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2002-01-10&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2002-03-16&content=1,3,3,0:00:22,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2002-05-01&content=1,3,2,0:00:21,0,0.00%,33.33%,$0.00 
/index.php?p=core/search&q=2002-06-10&content=1,2,1,0:00:10,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2002&content=1,2,1,0:13:32,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2003-05-28&content=1,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2003-09-17&content=1,4,1,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2003-10-03&content=1,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2004-02-20&content=1,2,2,0:00:14,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2004-07-01&content=1,2,1,0:00:22,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2004-08-13&content=1,2,1,0:00:07,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2004-08-15&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2005-08-03&content=1,2,2,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2006-04-24&content=1,3,1,0:00:02,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2007-01-24&content=1,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2007-07&content=1,2,1,0:00:07,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2007-09-09&content=1,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2008-07-25/2&content=1,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2009-01-03&content=1,5,5,0:00:59,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2009-07-23&content=1,2,2,0:00:13,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2010-06-03&content=1,2,2,0:00:21,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2010-07-01&content=1,2,1,0:00:09,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2010-07-26/3&content=1,2,1,0:00:25,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2010&content=1,2,1,0:00:18,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=20100618_OHPClassOf1985&content=1,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2011-08-05&content=1,2,2,0:00:11,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-02-20&content=1,6,4,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-03-07/2&content=1,2,2,0:00:11,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=2012-03-16&content=1,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-04-18&content=1,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-05-04&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-05-08/02&content=1,2,1,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-05-08&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-05-29&content=1,2,2,0:00:11,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-06-01&content=1,3,2,0:01:42,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-06-12&content=1,3,2,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-07-18&content=1,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-08-01&content=1,5,3,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-08-09&content=1,4,1,0:00:08,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-08&content=1,4,1,0:00:07,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-09-04&content=1,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-09&content=1,2,1,0:01:12,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-10-02&content=1,3,2,0:00:09,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2012-12-24&content=1,4,2,0:00:14,0,0.00%,25.00%,$0.00 
/index.php?p=core/search&q=20120616_2012ReunionOralHistory&content=1,2,1,0:00:18,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=20120718_ohp_JacksonBryce&content=1,3,1,0:00:08,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-01-08&content=1,2,1,0:00:14,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-02-02&content=1,2,2,0:04:55,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-04&content=1,5,3,0:01:39,0,0.00%,20.00%,$0.00 
/index.php?p=core/search&q=2013-05-28&content=1,3,2,0:00:16,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-06-03/5&content=1,2,2,0:00:07,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-06-03&content=1,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-06-25&content=1,2,2,0:00:10,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-06-26/2&content=1,2,2,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-06-27/1&content=1,3,3,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-06-27&content=1,4,2,0:00:33,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-07-23&content=1,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-08-01&content=1,2,2,0:00:02,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-08-06&content=1,6,3,0:00:53,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-08-27&content=1,6,5,0:00:12,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-08-30&content=1,3,3,0:00:17,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-08&content=1,2,2,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-09-05/3&content=1,2,1,0:00:20,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2013-09-05&content=1,3,3,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=20130719_OHPMasonPerry&content=1,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=20130805_LunderOHP&content=1,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-&content=1,2,1,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-03-07&content=1,4,3,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-04-07&content=1,2,2,0:00:10,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-04-23&content=1,4,4,0:00:04,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-18/2&content=1,3,2,0:01:24,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-18&content=1,4,3,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-19&content=1,3,3,0:01:17,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-2&content=1,38,1,0:00:12,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-20&content=1,8,1,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-24/2&content=1,2,2,0:01:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-24/7&content=1,2,1,0:00:39,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-24/8&content=1,2,1,0:01:50,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-24&content=1,7,3,0:00:09,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06-28&content=1,3,2,0:08:00,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-06&content=1,11,2,0:00:09,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-07-07&content=1,4,2,0:03:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-07-28&content=1,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-07-29/5&content=1,5,4,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-07-29&content=1,15,7,0:00:37,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-07-30&content=1,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-07&content=1,21,6,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-04&content=1,3,2,0:02:48,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-05&content=1,4,2,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-07&content=1,2,2,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-08&content=1,3,3,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-09&content=1,2,2,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-17&content=1,3,3,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-19&content=1,3,3,0:02:15,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-21&content=1,3,3,0:00:08,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-22&content=1,2,1,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08-25&content=1,3,1,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-08&content=1,31,5,0:00:30,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-09-03&content=1,2,2,0:00:04,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-09-11&content=1,3,2,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-09&content=1,3,3,0:00:09,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-10&content=1,3,3,0:00:09,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2014-12&content=1,2,2,0:00:09,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=20140819&content=1,2,1,0:01:44,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2015-01&content=1,2,2,0:01:28,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2015-02&content=1,3,3,0:00:10,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2015-03&content=1,4,4,0:00:07,1,0.00%,25.00%,$0.00 
/index.php?p=core/search&q=2015-04-27&content=1,2,1,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2015-04&content=1,9,6,0:00:41,2,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2015-05&content=1,3,3,0:04:35,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2015-06&content=1,3,2,0:00:52,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2015-07-15&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2015-07&content=1,2,2,0:00:04,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=2727&content=1,2,1,0:00:17,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=29624&content=1,4,3,0:00:16,0,0.00%,25.00%,$0.00 
/index.php?p=core/search&q=50th+reunion&content=1,2,2,0:00:00,0,0.00%,100.00%,$0.00 
/index.php?p=core/search&q=68014&content=1,6,6,0:01:48,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=8073&content=1,2,1,0:00:57,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=88510&content=1,2,1,0:01:36,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=9008&content=1,2,1,0:00:03,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=9009&content=1,4,1,0:00:07,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=9188&content=1,2,2,0:00:00,2,100.00%,100.00%,$0.00 
/index.php?p=core/search&q=99+day+march&content=1,2,1,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=a:+Alumni+Remembrance+Chapel+Service;+b:+Sermon+from+above&content=1,2,2,0:01:40,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=a+part+of+carleton&content=1,2,2,0:10:17,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=a+view+of+carleton&content=1,2,1,0:00:23,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=aaa+tom+lamb&content=1,2,1,0:03:42,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=Abc&content=1,3,3,0:00:08,2,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=abc&content=1,2,1,0:00:25,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=ABC&content=1,2,1,0:00:11,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=abrams&content=1,3,1,0:01:49,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=academic+honesty&content=1,2,2,0:01:13,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=academic+planner&content=1,2,2,0:00:33,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=academic+standing+committee&content=1,2,2,0:00:48,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=academic+support+center&content=1,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=accession&content=1,2,2,0:00:09,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=accidentals&content=1,2,1,0:03:16,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=accreditation&content=1,3,3,0:00:18,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=ackerman&content=1,2,1,0:00:38,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=acm+fellowships&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=acm+india&content=1,2,2,0:00:08,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=ada+mitchell&content=1,2,1,0:00:34,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=ada+posey&content=1,2,1,0:01:54,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=adams&content=1,2,1,0:06:47,1,0.00%,0.00%,$0.00 
"/index.php?p=core/search&q=Adapting+K-Medians+to+Generate+Normalized+Cluster+Centers+Benjamin+J.+Anderson,+Deborah+S.+Gross,+David+R.+Musicant+Anna+M.+Ritz,+Thomas+G.+Smith,+Lea&content=1",2,1,0:01:23,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=ADF&content=1,2,1,0:00:41,1,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=admissions&content=1,6,2,0:00:15,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=admissions+contact&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=admissions+video&content=1,3,1,0:10:13,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=aerial&content=1,2,2,0:00:07,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=aerial+photos&content=1,2,1,0:00:05,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=affairs+proposal&content=1,2,1,0:00:08,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=agriculture&content=1,2,2,0:03:34,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=airport&content=1,2,1,0:00:18,0,0.00%,50.00%,$0.00 
/index.php?p=core/search&q=akiyama&content=1,3,1,0:00:06,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=Al+Tinnin&content=1,4,2,0:09:24,0,0.00%,25.00%,$0.00 
/index.php?p=core/search&q=algol&content=1,7,7,0:01:09,1,0.00%,14.29%,$0.00 
/index.php?p=core/search&q=Algol&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=algol+1929&content=1,2,1,0:00:13,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=alice+autograph&content=1,3,1,0:00:19,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=alicia+donald&content=1,3,1,0:00:12,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=Allen+G.+Burgoyne&content=1,2,1,0:00:05,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=Allen+Memorial+Hospital&content=1,2,1,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=althea+benton&content=1,3,1,0:00:21,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=alumni&content=1,11,6,0:00:18,2,0.00%,27.27%,$0.00 
/index.php?p=core/search&q=alumni+&content=1,3,3,0:03:20,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=alumni+annual+fund+records&content=1,2,2,0:00:04,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=alumni+magazine&content=1,4,2,0:00:10,1,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=alumni+office&content=1,2,1,0:00:14,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=Alumni+Remembrance+Chapel+Service&content=1,3,1,0:00:16,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=alumni+report&content=1,2,2,0:00:38,0,0.00%,0.00%,$0.00 
/index.php?p=core/search&q=american+house&content=1,10,4,0:00:12,1,0.00%,10.00%,$0.00 
